Customer,64111,5
Customer,84003,5
Customer,84741,5
Customer,60661,5
Customer,2114,5
Customer,80124,5
Subscriber,97408,5
Customer,22066,5
Customer,1369,5
Customer,29201,5
Customer,7006,5
Customer,94803,5
Customer,98177,5
Customer,92691,5
Customer,30167,5
Customer,48823,5
Customer,7850,5
Subscriber,94140,5
Customer,41017,5
Customer,33016,5
Customer,55410,5
Customer,22203,5
Customer,91604,5
Customer,94503,5
Customer,60076,5
Customer,8208,5
Customer,16801,5
Customer,3510,5
Customer,11104,5
Customer,78260,5
Customer,94450,5
Customer,91601,5
Customer,57106,5
Customer,64343,5
Customer,78240,4
Customer,77003,4
Customer,95820,4
Customer,31170,4
Customer,40515,4
Customer,74137,4
Customer,98037,4
Customer,70065,4
Customer,87111,4
Customer,96793,4
Customer,77046,4
Customer,65510,4
Customer,75024,4
Customer,91504,4
Customer,55306,4
Customer,94515,4
Customer,92653,4
Customer,2451,4
Customer,72202,4
Customer,10580,4
Customer,90071,4
Customer,44120,4
Customer,98119,4
Customer,77025,4
Customer,29910,4
Customer,80003,4
Customer,92629,4
Customer,84720,4
Customer,93449,4
Customer,85258,4
Customer,55113,4
Customer,33912,4
Customer,98032,4
Customer,85388,4
Customer,80503,4
Customer,94101,4
Customer,78266,4
Customer,48430,4
Customer,92262,4
Customer,61073,4
Customer,90804,4
Customer,8527,4
Customer,97224,4
Customer,22309,4
Customer,47720,4
Customer,5100,4
Customer,1205,4
Customer,55330,4
Customer,11021,4
Customer,92008,4
Customer,6107,4
Customer,73012,4
Customer,14623,4
Customer,95923,4
Customer,97068,4
Customer,87571,4
Customer,89123,4
Customer,82070,4
Customer,90201,4
Customer,5482,4
Customer,92678,4
Customer,12577,4
Customer,93446,4
Customer,69300,4
Customer,60070,4
Customer,66525,4
Customer,78232,4
Customer,71642,4
Customer,60140,4
Customer,92107,4
Customer,2283,4
Customer,1940,4
Customer,7310,4
Customer,40133,4
Subscriber,32137,4
Customer,1602,4
Customer,91406,4
Customer,94212,4
Customer,32826,4
Customer,27609,4
Customer,2042,4
Customer,77004,4
Customer,78230,4
Customer,1742,4
Customer,22043,4
Customer,33140,4
Customer,92808,4
Customer,33411,4
Customer,6100,4
Customer,90262,4
Customer,6483,4
Customer,2145,4
Customer,89139,4
Customer,98926,4
Customer,21224,4
Subscriber,20010,4
Customer,95381,4
Customer,91711,4
Customer,95010,4
Customer,60045,4
Customer,97031,4
Customer,2032,4
Customer,3833,4
Customer,2111,4
Customer,91702,4
Customer,18018,4
Customer,91047,4
Customer,7090,4
Customer,92886,4
Customer,30316,4
Customer,85280,4
Customer,91201,4
Customer,68283,4
Customer,96822,4
Customer,11120,4
Customer,31207,4
Customer,21043,4
Customer,46220,4
Customer,1008,4
Customer,84780,4
Customer,78701,4
Customer,7086,4
Customer,95825,4
Customer,44256,4
Customer,98054,4
Customer,95206,4
Customer,16816,4
Customer,90755,4
Customer,92656,4
Customer,38478,4
Customer,10514,4
Customer,10029,4
Customer,91042,4
Customer,90245,4
Customer,89436,4
Customer,90032,4
Customer,99349,4
Customer,2142,4
Customer,30605,4
Customer,3225,4
Customer,26122,4
Customer,6605,4
Customer,28209,4
Customer,91436,4
Customer,7661,4
Customer,15213,4
Customer,93103,4
Customer,32312,4
Customer,92116,4
Customer,28020,4
Customer,11232,4
Customer,96816,4
Customer,63796,4
Customer,48220,4
Customer,84037,4
Customer,60642,4
Customer,98056,4
Customer,92861,4
Customer,95746,4
Customer,20147,4
Customer,95135,4
Customer,43201,4
Customer,28711,4
Customer,7470,4
Customer,75248,4
Customer,94027,4
Customer,17050,4
Customer,78721,4
Customer,95822,4
Customer,77459,4
Customer,97210,4
Customer,10032,4
Customer,95831,4
Customer,48130,4
Customer,96130,4
Customer,32806,4
Customer,93924,4
Customer,6489,4
Customer,9061,4
Customer,92866,4
Customer,6880,4
Customer,58102,4
Customer,2452,4
Customer,85018,4
Customer,96813,4
Customer,10973,4
Customer,33770,4
Customer,22911,4
Customer,33143,4
Customer,34786,4
Customer,43081,4
Customer,92780,4
Customer,92284,4
Customer,27455,4
Customer,90807,4
Customer,95811,4
Customer,15140,4
Customer,70180,4
Customer,91361,4
Customer,92129,4
Customer,84721,4
Customer,82152,4
Customer,80113,4
Customer,95826,4
Customer,94552,4
Customer,1701,4
Customer,35243,4
Customer,8032,4
Customer,7094,4
Customer,92704,4
Customer,5753,4
Customer,20024,4
Customer,91206,4
Customer,78201,4
Customer,54601,4
Customer,80130,4
Customer,84040,4
Customer,63146,4
Customer,75093,4
Customer,11216,4
Customer,19341,4
Customer,8103,4
Customer,91001,4
Customer,10990,4
Customer,78212,4
Customer,80538,4
Customer,55331,4
Customer,13124,4
Customer,92100,4
Customer,10138,4
Customer,3184,4
Customer,33175,4
Customer,94017,4
Customer,91342,4
Customer,87107,4
Customer,33029,4
Customer,22302,4
Customer,78100,4
Customer,98104,4
Customer,9135,4
Customer,76049,4
Customer,48073,4
Customer,83712,4
Customer,22181,4
Customer,2445,4
Customer,2512,4
Customer,2043,4
Customer,37922,4
Customer,6016,4
Customer,40057,4
Customer,19714,4
Customer,79912,4
Customer,91803,4
Customer,32266,4
Customer,95410,4
Customer,40056,4
Customer,95403,4
Customer,30308,4
Customer,75219,4
Customer,94531,4
Customer,20190,4
Customer,37828,4
Customer,92234,4
Customer,2480,4
Customer,24014,4
Customer,93705,4
Customer,4810,4
Customer,94928,4
Customer,94802,4
Customer,95307,4
Customer,78202,4
Customer,92121,4
Customer,92058,4
Customer,70503,4
Customer,93013,4
Customer,85262,4
Customer,10463,4
Customer,8830,4
Customer,11111,4
Customer,48038,4
Customer,33012,4
Customer,80308,4
Customer,80212,4
Customer,75218,4
Customer,33178,4
Subscriber,48237,4
Customer,55101,4
Customer,86023,4
Customer,94957,4
Customer,9462,4
Customer,11530,4
Customer,95336,4
Customer,84102,4
Customer,92501,4
Customer,48063,4
Customer,99867,4
Customer,92003,4
Customer,95993,4
Customer,27514,3
Customer,80120,3
Customer,84341,3
Customer,8088,3
Customer,85006,3
Customer,26007,3
Customer,7621,3
Customer,10709,3
Customer,85365,3
Customer,20176,3
Customer,60521,3
Customer,12144,3
Customer,1945,3
Customer,4025,3
Subscriber,10038,3
Customer,39110,3
